,AAPL,ADI,ADSK,AVGO,BBBY,BIDU,BIIB,EA,GOOGL,LBTYA,MSFT,PAYX,XLNX,NDX
19955,113.48,64.25,71.96,172.2865,44.73,182.25,304.8,84.95,804.0,34.0,57.42,56.62,53.14,4861.156
19956,113.4589,64.29,71.92,172.26,44.73,182.31,304.61,84.92,803.75,34.02,57.4,56.64,53.14,4860.332
19957,113.45,64.31,71.9,172.16,44.7,182.4,304.08,84.9,803.6,34.01,57.415,56.645,53.14,4859.999
19958,113.54,64.36,71.94,172.33,44.76,182.63,304.7,84.9742,804.08,34.04,57.47,56.705,53.185,4862.942
19959,113.5,64.39,71.9534,172.4,44.78,182.6844,304.6533,84.95,804.46,34.03,57.5,56.715,53.19,4863.053
19960,113.5,64.4,71.9415,172.47,44.755,182.62,304.43,84.935,804.0,34.04,57.495,56.7,53.175,4863.074
19961,113.4801,64.41,72.0,172.48,44.725,182.4,304.25,84.935,804.39,34.02,57.515,56.7,53.21,4862.861
19962,113.4601,64.38,72.02,172.534,44.72,182.52,304.55,84.92,804.42,34.0,57.54,56.7,53.21,4862.818
19963,113.45,64.38,72.03,172.5825,44.76,182.605,304.87,84.87,804.37,33.98,57.52,56.67,53.23,4862.97
19964,113.46,64.43,72.04,172.615,44.735,182.69,305.0,84.8492,804.8,33.99,57.51,56.69,53.26,4863.573
19965,113.315,64.42,72.05,172.59,44.7377,182.85,305.03,84.83,805.15,33.99,57.5393,56.68,53.28,4863.664
19966,113.41,64.46,72.05,172.61,44.75,182.77,305.16,84.85,805.2035,33.985,57.6,56.69,53.29,4865.147
19967,113.32,64.46,72.06,172.61,44.72,182.7935,305.005,84.8699,805.235,33.98,57.61,56.69,53.29,4864.567
19968,113.375,64.46,72.04,172.57,44.715,182.8,304.88,84.84,805.72,33.98,57.625,56.715,53.29,4865.539
19969,113.3511,64.45,72.04,172.49,44.72,182.78,304.9,84.82,805.66,33.98,57.61,56.69,53.3,4864.519
19970,113.33,64.49,72.12,172.53,44.73,182.86,305.19,84.82,805.57,34.0,57.65,56.69,53.3,4865.85
19971,113.2248,64.45,72.11,172.49,44.7,182.8222,305.06,84.82,805.3,34.0,57.63,56.68,53.29,4864.902
19972,113.34,64.45,72.21,172.5,44.72,182.96,305.29,84.8399,805.6033,34.01,57.665,56.71,53.29,4865.996
19973,113.32,64.41,72.22,172.46,44.72,182.95,305.245,84.8449,805.835,33.98,57.6699,56.68,53.26,4865.597
19974,113.465,64.4,72.17,172.4,44.735,183.005,305.36,84.8499,806.0,33.97,57.665,56.67,53.26,4866.332
19975,113.44,64.4,72.15,172.22,44.73,183.01,305.62,84.82,806.015,33.94,57.675,56.664,53.27,4866.035
19976,113.4,64.395,72.12,172.06,44.72,183.01,305.4,84.75,806.04,33.96,57.645,56.66,53.26,4864.711
19977,113.45,64.41,72.1,172.07,44.735,182.91,305.56,84.71,805.86,33.89,57.625,56.65,53.26,4864.69
19978,113.5641,64.47,72.21,172.115,44.72,183.04,305.72,84.74,805.98,33.84,57.665,56.67,53.31,4866.748
19979,113.54,64.49,72.18,172.18,44.745,183.005,305.7689,84.725,805.96,33.88,57.65,56.68,53.32,4866.509
19980,113.51,64.47,72.1599,172.21,44.71,182.91,305.77,84.68,805.74,33.825,57.66,56.67,53.3,4865.728
19981,113.5028,64.47,72.18,172.2187,44.72,182.87,305.62,84.68,805.75,33.83,57.685,56.66,53.33,4866.059
19982,113.51,64.46,72.14,172.22,44.73,182.74,305.5,84.6775,805.5,33.8,57.695,56.66,53.36,4865.928
19983,113.4767,64.43,72.09,172.15,44.73,182.6,305.15,84.65,805.04,33.81,57.645,56.62,53.33,4864.597
19984,113.44,64.39,72.04,172.0,44.72,182.71,305.09,84.615,804.77,33.8,57.62,56.59,53.31,4862.325
19985,113.4744,64.41,72.03,171.914,44.72,182.709,305.03,84.61,804.98,33.86,57.63,56.6,53.31,4862.825
19986,113.4,64.37,72.03,171.94,44.7,182.5,304.84,84.58,804.9099,33.86,57.605,56.59,53.29,4861.795
19987,113.45,64.35,72.01,171.88,44.71,182.7,304.64,84.6,804.75,33.85,57.605,56.59,53.3,4861.557
19988,113.4026,64.33,71.95,171.75,44.7,182.83,304.72,84.53,803.85,33.84,57.55,56.57,53.27,4858.809
19989,113.35,64.26,71.88,171.6,44.69,182.69,304.32,84.49,803.51,33.8,57.495,56.5362,53.22,4856.004
19990,113.32,64.24,71.78,171.44,44.67,182.542,304.08,84.31,803.02,33.79,57.47,56.515,53.21,4853.746
19991,113.31,64.27,71.8,171.69,44.68,182.45026,304.46,84.33,803.68,33.8,57.46,56.52,53.24,4854.151
19992,113.24,64.24,71.8,171.785,44.65,182.3585,304.27,84.3,803.2832,33.75,57.435,56.505,53.23,4852.815
19993,113.22,64.23,71.85,171.83,44.67,182.3689,304.27,84.365,803.72,33.77,57.45,56.51,53.25,4853.497
19994,113.245,64.22,71.87,171.78,44.68,182.39,304.78,84.33,803.4356,33.73,57.44,56.5,53.25,4852.776
19995,113.235,64.22,71.82,171.745,44.68,182.38,304.79,84.25,803.14,33.68,57.425,56.47,53.23,4852.245
19996,113.2168,64.21,71.86,171.65,44.68,182.39,304.84,84.35,803.14,33.6901,57.42,56.48,53.23,4852.603
19997,113.17,64.22,71.855,171.635,44.66,182.39,304.79,84.33,802.98,33.69,57.41,56.47,53.22,4851.909
19998,113.16,64.26,71.85,171.84,44.7,182.47,305.23,84.32,803.26,33.69,57.42,56.49,53.22,4852.762
19999,113.1673,64.29,71.83,171.845,44.715,182.56,305.44,84.3075,803.29,33.69,57.39,56.47,53.24,4852.805
20000,113.1501,64.25,71.8,171.92,44.7,182.56,305.33,84.29,802.92,33.68,57.39,56.465,53.19,4852.01
20001,113.16,64.23,71.8,171.74,44.7,182.5845,305.54,84.19,802.76,33.72,57.415,56.5,53.19,4852.544
20002,113.1809,64.23,71.81,171.68,44.71,182.62,305.65,84.18,802.76,33.71,57.435,56.505,53.17,4852.488
20003,113.1647,64.23,71.765,171.7,44.67,182.43,305.77,84.12,802.7296,33.72,57.44,56.53,53.16,4852.305
20004,113.1652,64.23,71.77,171.78,44.6899,182.36,305.95,84.13,802.76,33.71,57.44,56.5299,53.18,4852.518
20005,113.2,64.31,71.82,172.01,44.68,182.5,306.18,84.15,803.11,33.71,57.48,56.5599,53.22,4854.399
20006,113.28,64.3705,71.98,172.24,44.74,182.71,306.61,84.28,803.6732,33.73,57.52,56.61,53.27,4858.493
20007,113.31,64.4,71.98,172.21,44.735,182.67,306.61,84.25,803.73,33.72,57.54,56.575,53.25,4858.91
20008,113.3393,64.39,71.98,172.25,44.75,182.66,306.51,84.28,803.7167,33.72,57.54,56.56,53.25,4859.329
20009,113.32,64.38,71.98,172.28,44.74,182.6496,306.6,84.27,803.8,33.72,57.54,56.56,53.255,4859.44
20010,113.37,64.45,72.08,172.41,44.76,182.88,306.69,84.23,804.49,33.725,57.585,56.61,53.32,4862.655
20011,113.36,64.44,72.08,172.38,44.75,182.89333,306.51,84.26,804.3,33.75,57.55,56.61,53.3,4862.544
20012,113.36,64.47,72.09,172.43,44.76,182.90666,306.5438,84.24,804.23,33.755,57.57,56.61,53.33,4863.221
20013,113.33,64.45,72.12,172.28,44.78,182.92,306.6898,84.19,804.41,33.77,57.555,56.6,53.31,4862.592
20014,113.36,64.45,72.12,172.28,44.785,182.865,306.6025,84.21,804.5,33.76,57.575,56.62,53.32,4863.178
20015,113.36,64.45,72.09,172.21,44.8,182.81,306.62,84.21,804.51,33.735,57.54,56.6,53.31,4862.428
20016,113.4,64.46,72.09,172.18,44.8,182.71,306.61,84.21,804.73,33.75,57.51,56.6,53.33,4862.437
20017,113.45,64.43,72.06,172.07,44.77,182.79,306.79,84.21,804.9,33.74,57.52,56.61,53.34,4862.895
20018,113.44,64.48,72.08,172.2306,44.78,182.75,306.58,84.23,804.9,33.745,57.53,56.6,53.37,4863.459
20019,113.46,64.49,72.095,172.29,44.79,182.7,306.88,84.17,804.845,33.72,57.5257,56.609,53.36,4863.565
20020,113.4899,64.51,72.11,172.35,44.785,182.62,307.03,84.21,804.85,33.725,57.54,56.61,53.37,4864.213
20021,113.49,64.5,72.09,172.32,44.785,182.63,307.05,84.32,804.77,33.72,57.56,56.62,53.349,4864.233
20022,113.46,64.46,72.06,172.29,44.765,182.5,307.11,84.37,804.544,33.695,57.53,56.595,53.345,4863.357
20023,113.482,64.465,72.11,172.33,44.795,182.555,307.08,84.33,804.46,33.68,57.54,56.6,53.3599,4863.57
20024,113.46,64.47,72.11,172.31,44.8055,182.57,306.902,84.31,804.44,33.695,57.52,56.6,53.34,4863.48
20025,113.4993,64.49,72.12,172.41,44.81,182.5375,306.9,84.26,804.42,33.65,57.53,56.61,53.34,4863.51
20026,113.53,64.51,72.13,172.49,44.82,182.52,306.96,84.25,804.73,33.67,57.555,56.63,53.37,4864.156
20027,113.53,64.51,72.13,172.64,44.83,182.45,306.85,84.25,804.38,33.6501,57.57,56.63,53.4,4864.81
20028,113.76,64.63,72.3,172.95,44.88,182.8744,307.45,84.26,805.88,33.74,57.7,56.72,53.47,4872.949
20029,113.82,64.63,72.31,172.9899,44.92,182.92,307.72,84.4,805.92,33.75,57.7,56.71,53.48,4874.764
20030,113.835,64.64,72.31,173.0,44.9,182.73,307.80875,84.37,805.98,33.775,57.73,56.72,53.49,4875.863
20031,113.88,64.72,72.35,173.17,44.95,182.83,307.8975,84.4,806.44,33.8,57.76,56.735,53.48,4879.132
20032,113.89,64.72,72.45,173.26,45.01,183.043,308.14,84.4803,806.94,33.86,57.78,56.78,53.5,4881.39
20033,113.96,64.68,72.44,173.18,45.01,182.89,308.14,84.48,806.17,33.84,57.79,56.77,53.46,4880.284
20034,113.9501,64.67,72.43,173.1,45.0,182.67,308.04,84.44,806.43,33.8,57.775,56.79,53.46,4880.237
20035,113.9341,64.67,72.45,173.04,44.99,182.61,308.26,84.405,806.2685,33.78,57.79,56.77,53.44,4879.702
20036,113.92,64.67,72.4,173.09,44.95,182.54,308.1,84.41,805.9195,33.77,57.765,56.75,53.46,4878.58
20037,113.9605,64.69,72.47,173.155,44.93,182.4352,308.26,84.36,805.75,33.78,57.766,56.77,53.49,4879.236
20038,113.8999,64.7,72.47,173.1475,44.95,182.39,308.0748,84.3,806.1492,33.7707,57.755,56.79,53.48,4879.0
20039,113.91,64.67,72.44,173.15,44.97,182.595,308.001,84.26,805.898,33.75,57.73,56.8,53.48,4878.692
20040,113.93,64.64,72.41,173.02,44.935,182.63,307.99,84.2803,805.65,33.71,57.75,56.8,53.46,4877.718
20041,113.9301,64.675,72.46,173.1353,44.975,182.77,308.04,84.24,806.15,33.78,57.75,56.825,53.47,4879.561
20042,113.9691,64.69,72.53,173.28,44.97,182.86,308.37,84.2862,805.7925,33.8,57.79,56.84,53.48,4880.24
20043,113.965,64.67,72.5,173.14,44.975,182.86,308.12,84.28,805.13,33.78,57.76,56.835,53.441,4878.922
20044,113.985,64.65,72.51,173.17,44.995,182.84,308.17,84.28,805.01,33.75,57.775,56.8466,53.45,4879.27
20045,113.954,64.67,72.52,173.203,44.995,182.88,308.38,84.3,805.42,33.78,57.7938,56.85,53.47,4879.664
20046,113.94,64.7,72.52,173.18,44.985,182.94,308.25,84.31,805.83,33.77,57.8,56.85,53.45,4880.321
20047,113.95,64.7,72.57,173.325,45.02,182.985,308.52,84.3,806.49,33.78,57.825,56.87,53.48,4882.628
20048,113.8674,64.65,72.53,173.03,44.99,182.88,308.215,84.28,805.7064,33.75,57.7993,56.84,53.44,4880.061
20049,113.87,64.62,72.5,173.09,44.98,182.87,308.185,84.28,805.514,33.73,57.76,56.82,53.42,4878.303
20050,113.87,64.6,72.47,172.99,45.0,182.86,308.2275,84.26,805.48,33.75,57.76,56.8,53.4,4877.226
20051,113.91,64.62,72.48,173.14,44.98,182.92,308.27,84.25,805.29,33.75,57.74,56.79,53.42,4877.279
20052,113.925,64.64,72.485,173.17,44.98,182.855,308.17,84.23,805.59,33.76,57.73,56.78,53.43,4877.595
20053,113.9374,64.64,72.47,173.17,44.965,182.74,308.275,84.23,805.69,33.75,57.742,56.78,53.4,4877.89
20054,113.945,64.58,72.49,173.16,44.96,182.6601,308.3,84.2255,805.64,33.74,57.74,56.78,53.38,4877.847
20055,113.97,64.565,72.48,173.11,44.97,182.65,308.2,84.21,805.75,33.73,57.74,56.77,53.38,4877.358
20056,113.97,64.6,72.475,173.17,44.975,182.61,308.17,84.23,805.43,33.73,57.77,56.76,53.4,4878.042
20057,113.945,64.6,72.48,173.12,44.96,182.51,308.14,84.21,805.53,33.73,57.765,56.77,53.41,4877.425
20058,113.945,64.6,72.5,173.1,44.96,182.53,308.055,84.22,805.36,33.74,57.78,56.77,53.41,4877.012
20059,113.96,64.62,72.5,173.16,44.98,182.53,308.0336,84.2197,805.81,33.74,57.785,56.78,53.42,4877.53
20060,113.96,64.59,72.49,173.2,44.97,182.615,308.04,84.22,805.74,33.735,57.79,56.77,53.42,4877.544
20061,113.965,64.58,72.44,173.09,44.96,182.46,307.97,84.2,805.67,33.68,57.79,56.76,53.41,4876.955
20062,113.99,64.56,72.43,173.1,44.97,182.46,307.86,84.23,805.71,33.68,57.795,56.77,53.38,4876.708
20063,114.019,64.6,72.475,173.115,44.99,182.47,307.78,84.1762,805.92,33.69,57.81,56.79,53.3938,4877.649
20064,114.06,64.58,72.4825,173.06,45.0,182.45,307.73,84.16,806.0,33.69,57.81,56.79,53.4,4878.275
20065,114.08,64.58,72.49,173.1,45.01,182.49,307.72,84.1675,806.11,33.68,57.81,56.78,53.409,4878.404
20066,114.1389,64.58,72.47,173.07,45.005,182.43,307.79,84.17,805.9,33.66,57.81,56.79,53.4,4878.005
20067,114.145,64.62,72.5,173.17,44.96,182.475,307.96,84.24,805.8,33.66,57.82,56.79,53.42,4878.963
20068,114.17,64.62,72.49,173.15,44.93,182.43,307.96,84.2,805.84,33.66,57.8,56.79,53.42,4879.149
20069,114.1799,64.6,72.5,173.13,44.93,182.22,307.96,84.18,805.42,33.65,57.79,56.79,53.4,4878.267
20070,114.1989,64.61,72.51,173.14,44.945,182.25,307.95,84.22,805.52,33.6401,57.8,56.7735,53.41,4878.803
20071,114.195,64.62,72.52,173.09,44.94,182.33,308.15,84.24,805.45,33.66,57.8,56.8,53.43,4878.823
20072,114.21,64.64,72.525,173.19,44.96,182.38,308.09,84.23,805.77,33.66,57.81,56.83,53.42,4879.846
20073,114.23,64.64,72.55,173.26,44.97,182.38,308.1,84.24,805.82,33.68,57.815,56.83,53.43,4880.185
20074,114.232,64.63,72.55,173.18,44.965,182.44,308.11,84.22,805.6672,33.68,57.79,56.8,53.42,4879.776
20075,114.2619,64.63,72.51,173.07,44.96,182.38,308.12,84.22,805.5,33.67,57.8048,56.8,53.42,4879.629
20076,114.21,64.61,72.51,173.115,44.97,182.36,308.07,84.22,805.5,33.66,57.8,56.8,53.4,4879.131
20077,114.15,64.64,72.5,173.2,44.96,182.37,307.92,84.23,805.6,33.65,57.81,56.81,53.425,4878.537
20078,114.09,64.65,72.5,173.09,44.96,182.4612,307.9,84.25,805.38,33.66,57.7948,56.78,53.41,4878.048
20079,114.09,64.64,72.54,173.06,44.94,182.4501,307.88,84.22,805.68,33.655,57.8,56.78,53.41,4877.135
20080,114.05,64.59,72.53,173.07,44.945,182.439,307.815,84.21,805.545,33.66,57.795,56.77,53.38,4876.891
20081,114.03,64.59,72.5276,173.06,44.95,182.4803,307.8725,84.18,805.41,33.65,57.795,56.78,53.37,4876.649
20082,113.975,64.605,72.58,173.04,44.96,182.4975,307.93,84.12,805.47,33.64,57.795,56.79,53.39,4877.015
20083,114.0,64.6,72.56,173.03,44.95,182.52,307.94,84.081,805.4,33.64,57.79,56.8,53.38,4876.742
20084,114.02,64.58,72.54,172.96,44.935,182.5,307.95,84.0714,805.25,33.64,57.79,56.795,53.36,4875.915
20085,114.0059,64.54,72.5,172.86,44.91,182.36,307.85,84.07,805.22,33.66,57.76,56.795,53.34,4875.035
20086,114.06,64.58,72.51,172.99,44.96,182.37,307.83,84.035,805.52,33.66,57.78,56.79,53.35,4876.195
20087,114.06,64.6,72.49,172.925,44.98,182.41,307.8,83.99,805.3328,33.62,57.76,56.78,53.345,4875.76
20088,114.06,64.61,72.51,172.96,45.0,182.38,307.755,83.995,805.22,33.65,57.755,56.79,53.35,4876.132
20089,114.0101,64.61,72.5,172.97,44.99,182.38,307.71,83.99,805.27,33.63,57.76,56.79,53.35,4876.119
20090,114.05,64.61,72.5,173.02,44.995,182.36,307.728,83.995,805.4,33.645,57.765,56.81,53.355,4876.656
20091,114.06,64.63,72.51,173.05,44.96,182.37,307.66,83.99,805.3928,33.6425,57.7639,56.81,53.36,4876.463
20092,114.04,64.63,72.495,173.13,44.95,182.36,307.67,83.99,805.3857,33.64,57.765,56.78,53.35,4876.523
20093,114.03,64.64,72.51,173.04,44.97,182.35,307.6275,83.99,805.12,33.615,57.77,56.781,53.37,4876.73
20094,114.04,64.63,72.535,173.055,44.96,182.37,307.64374,83.995,805.0,33.62,57.77,56.77,53.35,4876.574
20095,114.09,64.67,72.56,173.15,44.98,182.3324,307.66,84.01,805.2,33.625,57.79,56.78,53.36,4878.024
20096,114.12,64.67,72.585,173.09,45.0,182.24,307.58,84.015,805.075,33.62,57.8,56.82,53.35,4878.666
20097,114.165,64.66,72.57,173.03,45.01,182.21,307.5,84.02,804.95,33.61,57.7825,56.8,53.3552,4878.313
20098,114.14,64.66,72.56,173.07,45.0,182.3,307.395,84.07,805.2,33.6,57.79,56.7901,53.36,4878.44
20099,114.1,64.62,72.52,172.985,44.97,182.25,307.29,84.03,804.77,33.59,57.75,56.7544,53.32,4876.485
20100,114.13,64.62,72.52,172.98,44.97,182.14,307.225,84.03,804.99,33.604,57.7599,56.75,53.31,4876.394
20101,114.14,64.62,72.54,172.955,44.96,182.07,307.16,84.06,804.8899,33.6,57.76,56.78,53.34,4876.158
20102,114.13,64.63,72.58,172.96,44.94,182.18,307.05,84.09,805.0641,33.58,57.759,56.77,53.34,4876.139
20103,114.15,64.63,72.55,172.95,44.96,182.24,307.07,84.06,804.99,33.57,57.755,56.78,53.345,4876.236
20104,114.1401,64.63,72.53,173.0,44.96,182.27,307.09,84.085,805.06,33.565,57.741,56.77,53.335,4875.781
20105,114.13,64.61,72.51,173.07,44.96,182.2832,307.21,84.09,805.14,33.56,57.7334,56.7702,53.33,4875.671
20106,114.1339,64.61,72.51,173.05,44.96,182.27,307.255,84.11,805.39,33.555,57.745,56.77,53.335,4875.997
20107,114.14,64.62,72.51,173.03,44.98,182.26,307.08,84.1,805.37,33.555,57.75,56.79,53.33,4876.023
20108,114.1503,64.63,72.52,172.945,44.99,182.25,307.18,84.15,805.4712,33.535,57.76,56.8,53.311,4876.383
20109,114.17,64.62,72.5,172.975,45.01,182.21,307.22,84.14,805.464,33.52,57.75,56.795,53.305,4876.01
20110,114.135,64.61,72.48,172.96,45.0,182.23,307.1,84.13,805.24,33.49,57.74,56.78,53.315,4875.276
20111,114.1737,64.59,72.48,173.01,45.005,182.23,307.1,84.115,804.77,33.52,57.735,56.76,53.31,4874.652
20112,114.14,64.59,72.45,172.96,45.015,182.16,307.1,84.09,804.63,33.51,57.725,56.7399,53.315,4874.065
20113,114.1689,64.59,72.52,172.96,45.03,182.18,307.045,84.11,804.88,33.5,57.76,56.75,53.33,4874.5
20114,114.16,64.6,72.51,173.03,45.0,182.2,306.92,84.16,805.036,33.51,57.76,56.75,53.35,4875.153
20115,114.18,64.6,72.52,172.9525,45.0,182.2348,306.81668,84.18,804.94,33.52,57.76,56.73,53.345,4875.131
20116,114.191,64.62,72.53,173.01,45.0,182.29,306.71335,84.26,805.32,33.57,57.77,56.75,53.35,4876.149
20117,114.22,64.62,72.51,172.98,44.985,182.25,306.61,84.2,805.34,33.56,57.76,56.7565,53.355,4875.824
20118,114.2235,64.62,72.44,172.98,44.98,182.265,306.68,84.215,805.29,33.54,57.77,56.751,53.35,4875.409
20119,114.2041,64.6,72.47,172.99,44.99,182.265,306.5,84.2,805.39,33.5399,57.7661,56.76,53.36,4875.477
20120,114.2,64.56,72.46,172.95,44.98,182.29,306.51,84.1975,805.12,33.53,57.7345,56.74,53.35,4874.877
20121,114.205,64.57,72.48,172.95,44.97,182.29,306.52,84.19,805.135,33.525,57.73,56.73,53.35,4875.244
20122,114.22,64.59,72.46,173.03,44.99,182.2443,306.71,84.23,805.15,33.515,57.745,56.72,53.38,4875.433
20123,114.2124,64.59,72.5,173.0,44.98,182.31,306.67,84.24,805.2,33.525,57.751,56.71,53.37,4875.639
20124,114.24,64.58,72.49,173.1,44.99,182.31,306.63,84.26,805.6289,33.52,57.765,56.71,53.38,4876.25
20125,114.219,64.6,72.51,173.2,45.0,182.3,306.665,84.33,805.41,33.505,57.775,56.72,53.39,4876.567
20126,114.215,64.59,72.47,173.2251,45.0,182.275,306.6375,84.31,805.44,33.4997,57.76,56.71,53.375,4875.918
20127,114.235,64.6,72.47,173.215,45.005,182.25,306.61,84.32,805.355,33.5,57.77,56.7,53.38,4875.994
20128,114.25,64.6,72.475,173.2,45.005,182.2,306.625,84.3,805.3503,33.5,57.77,56.7,53.37,4876.239
20129,114.26,64.59,72.48,173.21,45.03,182.23,306.64,84.3,805.75,33.51,57.785,56.72,53.37,4876.936
20130,114.26,64.56,72.46,173.13,45.01,182.23,306.715,84.3,805.67,33.505,57.747,56.72,53.36,4876.745
20131,114.28,64.585,72.5,173.13,45.005,182.295,307.03,84.3325,805.61,33.505,57.75,56.74,53.375,4877.634
20132,114.27,64.55,72.51,173.1,45.0,182.26,307.075,84.31,805.65,33.505,57.74,56.73,53.36,4877.259
20133,114.3,64.54,72.48,173.03,45.01,182.27,307.12,84.32,805.625,33.52,57.75,56.72,53.3401,4877.453
20134,114.31,64.54,72.48,172.97,45.01,182.22,307.075,84.3264,805.9,33.51,57.76,56.732,53.34005,4877.944
20135,114.275,64.52,72.47,172.97,45.015,182.18,307.03,84.26,805.94,33.515,57.74,56.72,53.34,4877.199
20136,114.29,64.53,72.46,173.08,45.01,182.15,306.806,84.27,805.845,33.51,57.7299,56.7,53.35,4876.824
20137,114.24,64.53,72.47,173.05,45.0,182.1503,306.7,84.27,805.5092,33.52,57.705,56.71,53.34,4876.093
20138,114.2244,64.51,72.445,173.04,44.95,182.02,306.77,84.25,805.61,33.51,57.705,56.71,53.34,4875.89
20139,114.19,64.49,72.39,172.92,44.94,182.06,306.57,84.16,805.05,33.51,57.671,56.68,53.31,4874.409
20140,114.175,64.47,72.39,172.94,44.93,182.025,306.51,84.15,805.34,33.5,57.67,56.68,53.285,4874.119
20141,114.2,64.48,72.385,173.0,44.92,182.09,306.65,84.1753,804.93,33.5,57.67,56.6854,53.2875,4873.911
20142,114.239,64.48,72.38,173.0,44.92,182.08,306.685,84.145,805.11,33.49,57.66,56.67,53.29,4874.276
20143,114.23,64.48,72.35,172.95,44.9,181.99,306.6,84.115,805.093,33.495,57.665,56.66,53.27,4873.5
20144,114.245,64.47,72.34,172.9,44.9,181.96,306.23,84.1699,805.076,33.49,57.69,56.685,53.265,4873.457
20145,114.24,64.47,72.37,172.94,44.92,182.0525,306.31,84.17,805.42,33.48,57.71,56.7,53.28,4874.102
20146,114.245,64.49,72.37,172.895,44.95,181.975,306.52,84.11,805.27,33.49,57.7058,56.71,53.28,4874.325
20147,114.23,64.5,72.38,172.91,44.955,181.93,306.43,84.08,805.41,33.5,57.71,56.7,53.285,4874.174
20148,114.24,64.51,72.38,172.93,44.96,181.88,306.385,84.02,805.25,33.47,57.7354,56.69,53.285,4874.281
20149,114.2541,64.52,72.39,172.95,44.9969,181.98,306.49,84.05,805.38,33.49,57.755,56.7,53.31,4874.896
20150,114.225,64.5,72.37,172.88,44.98,181.87,306.2821,84.04,805.35,33.485,57.7361,56.7,53.3,4873.934
20151,114.2052,64.52,72.35,172.98,44.95,181.9,306.08,84.0745,805.26,33.485,57.73,56.72,53.3,4873.646
20152,114.24,64.53,72.3475,172.99,44.93,181.82,306.14,84.055,805.23,33.485,57.74,56.73,53.31,4874.035
20153,114.25,64.54,72.36,173.0,44.96,181.91,306.0,83.99,805.36,33.5,57.725,56.745,53.32,4874.319
20154,114.25,64.53,72.38,173.03,44.95,181.87,305.96,84.02,805.49,33.52,57.74,56.76,53.325,4874.679
20155,114.28,64.56,72.43,173.1364,44.96,181.91,305.993,84.0299,805.75,33.535,57.753,56.79,53.34,4876.371
20156,114.275,64.52,72.43,173.03,44.97,182.0,306.085,84.015,805.72,33.52,57.7536,56.79,53.34,4875.862
20157,114.3073,64.54,72.41,172.96,44.98,181.99,306.06,84.05,805.5126,33.52,57.7499,56.74,53.3497,4875.434
20158,114.3,64.51,72.38,172.91,44.975,181.9875,306.083,84.02,805.03,33.52,57.72,56.73,53.33,4874.727
20159,114.31,64.52,72.4,172.98,44.985,181.97375,306.24,83.9505,805.02,33.52,57.72,56.74,53.335,4874.488
20160,114.28,64.51,72.35,172.96,44.99,181.96,306.18,83.97,804.78,33.525,57.7001,56.72,53.34,4873.494
20161,114.25,64.54,72.4,173.06,44.95,181.9333,306.29,84.0,804.88,33.53,57.73,56.739,53.34,4873.974
20162,114.245,64.53,72.41,173.0,44.94,182.07,306.34,84.0,805.1,33.52,57.765,56.755,53.35,4874.932
20163,114.24,64.54,72.42,172.98,44.91,181.98,306.28,83.97,805.1,33.52,57.76,56.75,53.35,4874.521
20164,114.25,64.55,72.43,173.01,44.8928,181.94,306.22,84.0,804.88,33.52,57.76,56.73,53.4,4874.449
20165,114.22,64.65,72.44,173.42,44.92,181.902,306.01,83.99,804.75,33.5,57.7393,56.72,53.45,4876.071
20166,114.22,64.66,72.45,173.5,44.9399,181.98,305.8,84.0,805.02,33.5,57.745,56.75,53.46,4878.588
20167,114.235,64.64,72.45,173.43,44.95,182.015,305.68,84.0025,804.87,33.49,57.74,56.73,53.425,4878.168
20168,114.2448,64.58,72.43,173.33,44.95,181.86,305.82,83.96,804.59,33.49,57.735,56.73,53.405,4876.69
20169,114.251,64.59,72.43,173.2,44.9599,181.8601,305.79,83.92,804.85,33.49,57.75,56.74,53.43,4876.657
20170,114.255,64.6,72.43,173.28,44.96,181.86,305.67,83.935,804.59,33.475,57.75,56.74,53.44,4876.695
20171,114.25,64.6,72.42,173.32,44.9375,181.66,305.62,83.92,804.455,33.5,57.76,56.73,53.455,4875.801
20172,114.265,64.63,72.46,173.35,44.95,181.6901,305.74,83.905,804.4826,33.49,57.76,56.755,53.49,4877.137
20173,114.26,64.6,72.46,173.4,44.9499,181.81,305.52,83.91,804.39,33.48,57.755,56.76,53.45,4876.726
20174,114.27,64.63,72.46,173.37,44.9699,181.88,305.533,83.93,804.83,33.47,57.77,56.78,53.483,4877.269
20175,114.275,64.66,72.45,173.4452,44.97,181.92,305.475,83.96,805.07,33.48,57.785,56.79,53.49,4878.301
20176,114.26,64.69,72.42,173.51,44.945,181.925,305.535,83.975,805.02,33.47,57.76,56.78,53.48,4877.897
20177,114.25,64.7,72.38,173.58,44.925,181.93,305.42,83.94,804.6,33.47,57.75,56.75,53.47,4876.783
20178,114.2,64.69,72.37,173.5,44.92,182.02,305.48,83.89,804.97,33.47,57.745,56.75,53.47,4876.265
20179,114.215,64.68,72.38,173.59,44.9299,181.99,305.475,83.91,804.7,33.47,57.76,56.74,53.48,4876.525
20180,114.2474,64.72,72.37,173.63,44.92,181.93,305.47,83.91,805.005,33.47,57.7757,56.75,53.5,4877.111
20181,114.27,64.73,72.41,173.7,44.9399,181.87,305.67,83.93,805.0442,33.453,57.7871,56.76,53.515,4877.654
20182,114.23,64.75,72.36,173.68,44.93,181.93,305.73,83.9357,804.81,33.46,57.77,56.76,53.535,4877.552
